Listing_Title,Listing_Price,Promo_Price,Prod_Rating,Prod_Raview,Stock,Sku_Id,Url,Site_Prod_ID,Brand,Seller_Name,Stocks_availability,Warranty,Size,Description,Specification
Smartphone Samsung Galaxy S7 Edge Marshmallow Octacore 5.5inch RAM 4GB Internal 32GB Waterproof,Not available,10050000,0,0,100,387934156,https://www.bukalapak.com/p/handphone/hp-smartphone/7k9tvy-jual-smartphone-samsung-galaxy-s7-edge-marshmallow-octacore-5-5inch-ram-4gb-internal-32gb-waterproof,7k9tvy,Samsung,myOkegadgets,available,False,Not available,"Network 	Technology 	<br/>GSM / HSPA / LTE<br/>Launch 	Announced 	2016, February<br/>Status 	Available. Released 2016, March<br/>Body 	Dimensions 	150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in)<br/>Weight 	157 g (5.54 oz)<br/>Build 	Corning Gorilla Glass 4 back panel<br/>SIM 	Single SIM (Nano-SIM) - G935F, G935W8<br/>Dual SIM (Nano-SIM, dual stand-by) - G935FD<br/> 	- Samsung Pay (Visa, MasterCard certified)<br/>- IP68 certified - dust/water proof over 1.5 meter and 30 minutes<br/>Display 	Type 	Super AMOLED capacitive touchscreen, 16M colors<br/>Size 	5.5 inches (~76.1% screen-to-body ratio)<br/>Resolution 	1440 x 2560 pixels (~534 ppi pixel density)<br/>Multitouch 	Yes<br/>Protection 	Corning Gorilla Glass 4<br/> 	- Always-on display<br/>- TouchWiz UI<br/>- Curved edge screen<br/>Platform 	OS 	Android OS, v6.0 (Marshmallow), upgradable to v7.0 (Nougat)<br/>Chipset 	Qualcomm MSM8996 Snapdragon 820 - G9350<br/>Exynos 8890 Octa - G935FD, G935F, G935W8<br/>CPU 	Quad-core (2x2.15 GHz Kryo &amp; 2x1.6 GHz Kryo) - G9350<br/>Octa-core (4x2.3 GHz Mongoose &amp; 4x1.6 GHz Cortex-A53) - G935FD, G935F, G935W8<br/>GPU 	Adreno 530 - G9350<br/>Mali-T880 MP12 - G935FD, G935F, G935W8<br/>Memory 	Card slot 	microSD, up to 256 GB (dedicated slot) - single-SIM model - G935F, G935W8<br/>microSD, up to 256 GB (uses SIM 2 slot) - dual-SIM model - G935FD, G9350<br/>Internal 	32/64/128 GB, 4 GB RAM<br/>Camera 	Primary 	12 MP, f/1.7, 26mm, phase detection autofocus, OIS, LED flash, check quality<br/>Features 	1/2.5"" sensor size, 1.4 m pixel size, geo-tagging, simultaneous 4K video and 9MP image recording, touch focus, face/smile detection, Auto HDR, panorama<br/>Video 	2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec., check quality<br/>Secondary 	5 MP, 1/4.1"" sensor size, 1.34 m pixel size, f/1.7, 22mm, dual video call, Auto HDR<br/>Sound 	Alert types 	Vibration; MP3, WAV ringtones<br/>Loudspeaker 	Yes<br/>3.5mm jack 	Yes<br/> 	- 24-bit/192kHz audio<br/>- Active noise cancellation with dedicated mic<br/>Comms 	WLAN 	Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot<br/>Bluetooth 	v4.2, A2DP, LE, aptX<br/>GPS 	Yes, with A-GPS, GLONASS, BDS<br/>NFC 	Yes<br/>Radio 	No<br/>USB 	microUSB v2.0, USB Host<br/>Features 	Sensors 	Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2<br/>Messaging 	SMS(threaded view), MMS, Email, Push Mail, IM<br/>Browser 	HTML5<br/>Java 	No<br/> 	- Fast battery charging: 60% in 30 min (Quick Charge 2.0)<br/>- Qi/PMA wireless charging (market dependent)<br/>- ANT+ support<br/>- S-Voice natural language commands and dictation<br/>- OneDrive (115 GB cloud storage)<br/>- MP4/DivX/XviD/WMV/H.264 player<br/>- MP3/WAV/WMA/eAAC+/FLAC player<br/>- Photo/video editor<br/>- Document editor<br/>Battery 	  	Non-removable Li-Ion 3600 mAh battery<br/>Talk time 	Up to 27 h (3G)<br/>Music play 	Up to 74 h<br/>Misc 	Colors 	Black, White, Gold, Silver, Pink Gold, Black Pearl, Coral Blue<br/>SAR US 	1.17 W/kg (head)     1.59 W/kg (body)    <br/>SAR EU 	0.26 W/kg (head)     0.51 W/kg (body)    <br/>Price group 	9/10<br/>Tests 	Performance 	Basemark OS II: 2107 / Basemark OS II 2.0: 2050<br/>Basemark X: 28480<br/>Display 	Contrast ratio: Infinite (nominal), 4.439 (sunlight)<br/>Camera 	Photo / Video<br/>Loudspeaker 	Voice 70dB / Noise 69dB / Ring 71dB<br/>Audio quality 	Noise -92.5dB / Crosstalk -92.2dB<br/>Battery life 	<br/>Endurance rating 92h","{'brand': 'Samsung', 'camera': 'Camera', 'display_size': '5.5""', 'features': ['4G - LTE', 'Touchscreen', 'Wifi', 'Bluetooth', 'GPS Navigation', 'Memory Card Slots', 'MP3', 'FM Radio', 'e-mail', 'Video Player', 'Front Camera', 'Dual Sim Card', ''], 'garansi': '1 Tahun', 'network': 'Dual GSM-GSM', 'operating_system': 'Android'}"
samsung galaxy s7,Not available,2499000,5,15,29,5038677890,https://www.bukalapak.com/p/handphone/hp-smartphone/2b2su02-jual-samsung-galaxy-s7,2b2su02,Samsung,smarter,available,False,Not available,samsung galaxy s7 flat used phone,"{'brand': 'Acer', 'camera': 'Dual Back Camera', 'camera-resolution': 'Less than 6 Megapixel', 'display_size': '0', 'features': ['Touchscreen, Bluetooth, 4G - LTE, QWERTY Keyboard, Memory Card Slots, e-mail, FM Radio, MP3, Video Player, Front Camera, Dual Sim Card'], 'garansi': '1 Tahun', 'network': 'GSM', 'operating_system': 'Android', 'processor': 'Snapdragon', 'screen-aspect-ratio': '18:9', 'sim-card': 'Single SIM'}"
Samsung Galaxy S7 Edge Garansi Resmi SEIN 1 Tahun BNIB Original Segel Utuh ,Not available,4250000,4.9,18,1,5818384875,https://www.bukalapak.com/p/handphone/hp-smartphone/1ijkksq-jual-samsung-galaxy-s7-edge-garansi-resmi-sein-1-tahun-bnib-original-segel-utuh,1ijkksq,Samsung,AndiYudhistiraGadget,available,False,Not available,"SAAT INI STOCK SEDANG KOSONG.<br><br/>KOSONG,KOSONG,KOSONG.<br><br/><br><br/><br><br/><br><br/><br><br/><br><br/><br><br/>100% Baru Tersegel utuh,NO REPACK!<br><br/>ORIGINAL ASLI PABRIKAN SAMSUNG INDONESIA.100% Original No Tipu2 ya.<br><br/>100% Baru,BNIB,SEGEL UTUH.<br><br/>RAM 4GB/32GB Dual SIM SUPPORT.<br><br/><br><br/>TANYAKAN DULU KARENA STOCK SELALU BERUBAH<br><br/><br><br/>YANG SAYA JUAL PRODUK 100 % BARU.<br><br/>BUKAN REFURBISH,BUKAN BARANG BATAM,BUKAN BARANG SINGAPUR,BUKAN DOCOMO,BUKAN INTER,BUKAN KW.[/p][/p][/p][/p][/p]<br><br/><br><br/>SAYA HANYA JUAL YANG ASLI!<br><br/><br><br/>BUKAN EX DISPLAY,BUKAN BARANG BEKAS PAKAI,BUKAN EX DEMO LIVE.[/p][/p]<br><br/><br><br/>Order, Transaksi, Invoice yang masuk diatas Jam 4 Sore kemungkinan dikirim Keesokan Harinya.<br><br/>Jangan lupa Juga saya sarankan untuk membaca Catatan Toko saya.<br><br/><br><br/>Terimakasih Atas Pengertiannya.<br><br/><br><br/>Barang yang telah diterima dan dibuka segelnya oleh pembeli tidak dapat ditukar kembali kecuali jika barang terbukti palsu / tidak original sein.<br><br/><br><br/><br><br/>Membeli berarti Setuju.Silahkan diorder","{'brand': 'Samsung', 'camera': 'Camera', 'camera-resolution': '10 to 13 Megapixel', 'display_size': '5.5""', 'features': ['4G - LTE, 3G, Wifi, Bluetooth, GPS Navigation, Touchscreen, Memory Card Slots, e-mail, MP3, Video Player, Front Camera, Dual Sim Card, Water Resistance, Acceleromater, Fingerprint Sensor, Wireless Charging'], 'garansi': '1 Tahun', 'network': 'Dual GSM-GSM', 'operating_system': 'Android', 'processor': 'Exynos', 'screen-aspect-ratio': '18:9', 'sim-card': 'Dual Slot Hybrid'}"
Samsung Galaxy S7 EDGE Sein,Not available,2550000,4.5,6,1,3358909941,https://www.bukalapak.com/p/handphone/hp-smartphone/1je8fea-jual-samsung-galaxy-s7-edge-sein,1je8fea,Samsung,Indie Shop,available,False,Not available,"S7 EDGE ex-Garansi resmi indo SEIN :<br><br/>Ready warna GOLD<br><br/><br><br/>Kelengkapan Fullset<br><br/>*Dus box dan surat-surat<br><br/>*Usb<br><br/>*Charger<br><br/>*Bonus softcase<br><br/><br><br/>*No HF*<br><br/><br><br/>Kondisi :<br><br/>-Body Mulus over all 98%<br><br/>-Normal Nominus<br><br/><br><br/>Spek :<br><br/>Battery Capacity :3000 - 3999 mAh<br><br/>Kamera Belakang :11-15MP<br><br/>Memori RAM :4GB<br><br/>Slim Slot :Dual<br><br/>Kamera Depan :5-6 MP<br><br/>Koneksi Jaringan :4G<br><br/>Spek detail cek google gan :<br><br/><br><br/>Harga NETT<br><br/><br><br/>Minat/tanya-tanya langsung chat ajah gan,fast respon !<br><br/><br><br/>-----------------------------NOTE-----------------------------<br><br/><br><br/>-DETAIL PRODUK-<br><br/>*Unit yang kami jual 100% Original bukan REFUB/REKON/REPLIKA/HDC<br><br/>*Semua unit sudah melalui proses QUALITY CONTROL Hardware &amp; Software<br><br/><br><br/>-GARANSI-<br><br/>*Garansi 1 minggu sejak unit di terima<br><br/>*Klaim garansi dapat di lakukan apabila ada kerusakan pada unit yang tidak tercantum pada deskripsi,Pergantain unit/Refund(apabila tidak ada stok unit serupa)<br><br/>*Garansi tidak berlaku apabila segel Rusak/Kerusakan di akibatkan pengguna<br><br/><br><br/>-PENGIRIMAN-<br><br/>*Pengiriman keseluruh Indonesia<br><br/>*Jakarta bisa grab/gosend (Arrived Fast)<br><br/>*Packing menggunakan Bubble wrap sangat aman<br><br/><br><br/>-MENGENAI KAMI-<br><br/>*Kami memiliki store OFFLINE Yang terletak di Jakarta Selatan ITC kuningan Lantai 3 Blok B1 Nomer 3A(Belakang susi cafe)<br><br/>*Untuk Buyer yang ingin melihat unit secara langsung dan ingin mendapatkan harga sesuai iklan kami,silahkan capture iklan ini dan berikan kepada petugas,yang bertugas di toko kami","{'brand': 'Samsung', 'camera': 'Camera', 'camera-resolution': '6 to 10 Megapixel', 'display_size': '5.7""', 'features': ['""4G - LTE,  3G,  Wifi,  Bluetooth,  GPS Navigation,  Touchscreen,  QWERTY Keyboard,  Memory Card Slots,  e-mail,  FM Radio,  Video Player,  Front Camera,  Dual Sim Card,  Fingerprint Sensor,  MP3,  Wireless Charging""'], 'garansi': 'Tidak bergaransi', 'network': 'GSM', 'operating_system': 'Android', 'processor': 'Exynos', 'screen-aspect-ratio': '18:9', 'sim-card': 'Dual SIM'}"
Samsung Galaxy S7 EDGE,Not available,1900000,5,4,4,1600316929,https://www.bukalapak.com/p/handphone/hp-smartphone/qfwrt5-jual-samsung-galaxy-s7-edge,qfwrt5,Samsung,tebeka shop,available,False,"5.5 inches, 83.4 cm2","READY STOCK...LANGSUNG ORDER YA GAN/ SIST.. <br><br/>BUKAN RESELLER DAN DROPSHIP, PESAN SEBELUM JAM PK 16.00 WIB DIKIRIM DIHARI YG SAMA <br><br/>SIAP ANTAR VIA GOJEK <br><br/><br><br/>Be smart buyer, Jangan karena selisih harga, barang lama dikirim, beda warna dengan yang dipesan tanpa konfirmasi sampai dengan keluhan barang tidak ditanggapi <br><br/><br><br/>Beli online di kami ga usah khawatir dengan barang yg anda pesan tidak sesuai ekspektasi (berbeda dengan kenyataan nya) <br><br/>Pastikan anda tidak membeli kucing dalam karung disini, tidak mengetahui persis barang yg dikirimkan <br><br/>Admin siap sedia memberitau keadaan fisik dan kondisi barang real yang akan dikirimkan ke anda <br><br/>Admin siap sedia video call untuk memperlihatkan kondisi barang secara realtime <br><br/>Kami bukan golongan seller Slow respon mengenai kendala barang yang anda hadapi <br><br/>Karena jual barang second/bekas diperlukan kejujuran mengenai kondisi barang. <br><br/>Cek Ulasan barang kami, Tesmimoni buyer yang sudah beli tidak bisa di manipulasi gan, <br><br/><br><br/>All unit Barang 100% Original <br><br/>All unit Lolos Quality Control <br><br/><br><br/>Samsung Galaxy S7 Edge 32GB - Single Sim <br><br/>Second Original Docomo<br><br/>Batangan hp saja <br><br/><br><br/>Spesifikasi: <br><br/>Layar 5,5 inch <br><br/>RAM 4GB Internal 32GB <br><br/>Chipset Snapdragon 820 <br><br/>Camera utama 12MP, camera depan 5MP <br><br/>Fingerprint <br><br/>Batrai 3600 mAh <br><br/><br><br/>Terima kasih..","{'3g': 'Ya', '4g': 'Ya', 'daya_tahan_3g': 'Up to 27 h (3G)', 'jumlah_core': '-', 'kamera_belakang': '12 MP', 'kamera_depan': '5 MP', 'kapasitas_baterai': 'Non-removable Li-Ion 3600 mAh battery', 'kartu_sim': 'Dual Sim', 'kecepatan_prosesor': 'Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - G9350', 'layar_sentuh': 'Ya', 'memory_internal': '32/64/128 GB', 'merk': 'Samsung', 'pengisian_wireless': '-', 'ram': '4 GB', 'resolusi': '1440 x 2560 pixels, 16:9 ratio (~534 ppi density)', 'sistem_operasi': '-', 'tipe_layar': '-', 'tipe_memori_eksternal': 'microSD, up to 1 TB', 'ukuran_layar': '5.5 inches, 83.4 cm2', 'wifi': '802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'}"
samsung galaxy s7 edge blue coral,Not available,5000000,5,3,994,6013420365,https://www.bukalapak.com/p/handphone/hp-smartphone/2r4lbf0-jual-samsung-galaxy-s7-edge-blue-coral,2r4lbf0,Samsung,Seymeylitra,available,False,Not available,"Samsung S7 Edge <br/>Layar 5,5 Inci <br/>Ram 4 GB<br/>Internal 64 GB <br/>Kamera 12 Mp<br/>Batrai 3600 mAh<br/>Os Nouget <br/>Card Slot Dual Sim<br/>CPU Quat-Core<br/>Kelengkapan Unit Only<br/>Fisik Performa 100% belm kena solder, obeng, bongkaran dll. siap kasih garansi<br/>personal, cek sepuasnya sampai yakin dan percaya.<br/>cod di utamakan di tempat saya Tanjakan Empang.<br/>untuk cod di luar, waktu dan tempat menyesuaikan.<br/>no tipu, no modus, yang pasti tidak menerima cod pinggir jalan sambil nongkrong","{'brand': 'RAVPower', 'camera': 'Triple Camera', 'camera-resolution': 'More than 20 Megapixel', 'display_size': '7""', 'features': 'Wireless Charging', 'garansi': '2 Tahun', 'network': 'Dual GSM-GSM', 'operating_system': 'Lainnya'}"
samsung galaxy s7 edge blue coral,Not available,5000000,5,2,996,6013440045,https://www.bukalapak.com/p/handphone/hp-smartphone/2r4lqj6-jual-samsung-galaxy-s7-edge-blue-coral,2r4lqj6,Samsung,wuriulan,available,False,Not available,"Samsung S7 Edge <br/>Layar 5,5 Inci <br/>Ram 4 GB<br/>Internal 64 GB <br/>Kamera 12 Mp<br/>Batrai 3600 mAh<br/>Os Nouget <br/>Card Slot Dual Sim<br/>CPU Quat-Core<br/>Kelengkapan Unit Only<br/>Fisik Performa 100% belm kena solder, obeng, bongkaran dll. siap kasih garansi<br/>personal, cek sepuasnya sampai yakin dan percaya.<br/>cod di utamakan di tempat saya Tanjakan Empang.<br/>untuk cod di luar, waktu dan tempat menyesuaikan.<br/>no tipu, no modus, yang pasti tidak menerima cod pinggir jalan sambil nongkrong","{'brand': 'RAVPower', 'camera': 'Triple Camera', 'camera-resolution': 'More than 20 Megapixel', 'display_size': '7""', 'features': 'Wireless Charging', 'garansi': '2 Tahun', 'network': 'Dual GSM-GSM', 'operating_system': 'Lainnya'}"
Samsung Galaxy S7 Edge 128GB Pearl Black Absolute Black Garansi Resmi SEIN BNIB Segel,Not available,4299000,5,1,1,5629159365,https://www.bukalapak.com/p/handphone/hp-smartphone/2ksoyp7-jual-samsung-galaxy-s7-edge-128gb-pearl-black-absolute-black-garansi-resmi-sein-bnib-segel,2ksoyp7,Samsung,AndiYudhistiraGadget,available,False,Not available,"Saat ini Stock sedang kosong yaa.<br><br/>jika ready akan diinfokan.<br><br/>thankyou.<br><br/>jangan nanya2 lagi ya..Stock sedang kosong.<br><br/><br><br/><br><br/><br><br/><br><br/><br><br/>Samsung Galaxy S7 Edge 128GB Version Warna BLACK PEARL/Absolute Black(warna langka Limited Edition hitamnya Hitam Pekat mirip Iphone 7 Jetblack).<br><br/><br><br/>Dual SIM Support ( 1 Micro SIM dan 1 Nano SIM atau bisa juga 1 Micro SIM dan 1 MicroSD Card up to 500GB)<br><br/><br><br/>- 100% BNIB , 100% BARU Garansi Resmi SEIN Samsung Indonesia.<br><br/>- 100% Segel Asli Original Samsung Electronics Indonesia Bukan Repack.<br><br/><br><br/>INI BUKAN BARANG SELUNDUPAN!! BUKAN BARANG INTER, INI BARANG RESMI SAMSUNG INDONESIA.<br><br/>JADILAH PEMBELI PINTAR.<br><br/>BE SMART BUYER.<br><br/><br><br/>Memory Penyimpanan internal Lebih Lega 128GB dengan Teknologi UltraFastSpeed Memory,Cocok untuk Dipakai Kerja sehari2.<br><br/>Bukan garansi Inter yah..<br><br/>BNIB ,New,Sealed ,segel Utuh resmi Samsung Indonesia.<br><br/>Original 100%..bukan HDC dan Refurbish.","{'brand': 'Samsung', 'camera': 'Single Camera', 'camera-resolution': '10 to 13 Megapixel', 'display_size': '5.5""', 'features': ['4G - LTE', '3G', 'Wifi', 'Bluetooth', 'GPS Navigation', 'Touchscreen', 'Memory Card Slots', 'e-mail', 'MP3', 'Video Player', 'Front Camera', 'Dual Sim Card', 'Water Resistance', 'Acceleromater', 'Fingerprint Sensor', 'Wireless Charging'], 'garansi': '1 Tahun', 'network': 'Dual GSM-GSM', 'operating_system': 'Android', 'processor': 'Exynos', 'screen-aspect-ratio': '16:9', 'sim-card': 'Dual Slot Hybrid'}"
Samsung Galaxy S7 Single SIM,Not available,3630000,5,1,99,1082318988,https://www.bukalapak.com/p/handphone/hp-smartphone/hyporf-jual-samsung-galaxy-s7-single-sim,hyporf,Samsung,Gadget Mart,available,False,Not available,"Samsung Galaxy S7 Flat<br/>Seri SM-G930T, G930A, G930V, G930W8 ( Single SIM )<br/>Ex Garansi Amerika<br/>Kondisi Mulus 92-95%<br/><br/>Tersedia Warna ; Black Onyx dan Gold Platinum<br/>Konfirmasi Ketersedian Warna dan Seri Sebelum Pesan.<br/><br/>Spesifikasi Singkat ;<br/>- Layar 5.1 Inches Super AMOLED<br/>- Ram 4GB<br/>- Internal 32GB<br/>- External SD Slot<br/>- Kamera Belakang 12MP OIS<br/>- Kamera Depan 5MP<br/>- Fingerprint Unlock<br/>- Battery 3000 mAh<br/>- OS Android 6.0 Marsmallow dan 7.0 Nougat<br/>- Support Fast Charging <br/><br/>Kelengkapan Yang Akan Diterima Konsumen ;<br/>- Adaptor Plug FAST CHARGING<br/>- Usb Cable MicroUSB<br/>- Handsfree <br/><br/>Garansi Toko 7 Hari Online Maupun Offline (Berlaku Mulai barang diterima<br/>Konsumen)<br/>Syarat dan Ketentuan Garansi :<br/>- Garansi ditolak/batal apabila segel dari kami rusak(Tanpa ada alasan karena<br/>terbentur softcase, hardcase, pemakaian, dll)<br/>- Hp kena air dan jatuh tidak bisa di claim garansi dari kami.","{'brand': 'Vernee', 'camera': 'No Camera', 'features': 'Wireless Charging', 'garansi': '2 Tahun', 'network': 'Dual GSM-GSM', 'operating_system': 'Lainnya'}"
SAMSUNG Galaxy S7 Edge 128GB - Black Pearl,Not available,8999000,5,1,1,1302607167,https://www.bukalapak.com/p/handphone/hp-smartphone/lk69vp-jual-samsung-galaxy-s7-edge-128gb-black-pearl,lk69vp,Samsung,Alhana Store,available,False,Not available,"Sold Out !!!<br/>Maaf tidak kirim ke luar pulau Jawa ya<br/>NB : Laba dari penjualan unit S7 ini, 100% saya niatkan untuk dsumbangkan pembangunan Taman Pendidikan Al Qur'an. Mudah2an yang beli juga mendapat pahala dan dimudahkan rejekinya<br/><br/>1 unit saja BNIB<br/>Garansi resmi Sein Indonesia<br/><br/><br/>SAMSUNG Galaxy S7 Edge 128GB - Black Pearl<br/><br/><br/>Worry-free Design and Edge Screen<br/><br/>Dibuat dengan teknologi 3D Thermoforming, bodi Galaxy S7 Edge memiliki lengkungan ergonomis di bagian belakang yang nyaman digenggam.<br/><br/>Resolusi layar 1440p dan ketajaman piksel 577ppi semakin menambah keindahan tampilan dari Galaxy S7 Edge yang dilindungi oleh Gorilla Glass 4 di layar maupun bodi belakang.<br/><br/>Rating IP68 yang diraih juga membuat smartphone ini sanggup diajak bertualang<br/><br/>karena desainnya yang tahan debu dan air hingga kedalaman 1,5 meter selama 30 menit<br/><br/><br/>Detail:<br/><br/>- Warna Black Pearl<br/><br/>- DualSIM (Hybrid, shared with microSD)<br/><br/>- Support 4G LTE<br/><br/>- CPU Exynos 8890 Octa-core (Quad-core 2,3GHz + 1,6GHz)<br/><br/>- GPU Mali-T880 MP12<br/><br/>- Layar Super Amoled 5,5"" (2560 x 1440 piksel), Gorilla Glass 4<br/><br/>- Internal 128GB, RAM 4GB LPDDR4<br/><br/>- Support microSD (Hybrid, shared with SIM2, hingga 200GB)<br/><br/>- Kamera utama 12MP, F/1.7, Autofocus, Smart OIS, LED Flash<br/><br/>- Kamera depan 5MP, F/1.7, Wide Selfie<br/><br/>- Dimensi 15,09 x 7,26 x 0,77 cm<br/><br/>- Berat 157 gram<br/><br/>- Baterai 3600mAh<br/><br/>- Fingerprint sensor, IP68 rating, WPC and PMA Wireless charging","{'brand': 'Samsung', 'camera': 'Camera', 'display_size': '5.5""', 'features': '4G - LTE, 3G, Wifi, Bluetooth, GPS Navigation, Touchscreen, e-mail, MP3, Video Player, Front Camera, Dual Sim Card, Water Resistance, Water Proof, Acceleromater, Fingerprint Sensor', 'garansi': '1 Tahun', 'network': 'Dual GSM-GSM', 'operating_system': 'Android', 'processor': 'Snapdragon', 'screen-aspect-ratio': '18:9', 'sim-card': 'Dual SIM'}"
Samsung Galaxy S7 edge SM-G935FD 32GB Bekas Muluss Fulset Rose gold ,Not available,4500000,5,1,1,1195464545,https://www.bukalapak.com/p/handphone/hp-smartphone/jt6quu-jual-samsung-galaxy-s7-edge-sm-g935fd-32gb-bekas-muluss-fulset-rose-gold,jt6quu,Samsung,PINK STORE,available,False,Not available,"Galaxy S7 edge Seken singapore kondisi mulus fulset oem warna rose gold free sofcase Garansi personal Seminggu  <br/><br/>Ready warna <br/>Rose Gold <br/>Gold <br/>Black <br/>Untuk sementara pengiriman pakai ekpesidi jne, tiki reg 4-7 hari kerja buat yang kejar resi mhon jangan di proses thanks","{'brand': 'Samsung', 'camera': 'Camera', 'camera-resolution': '<null>', 'display_size': '5.5', 'features': ['4G-LTE', ' 3G', ' Wifi', ' Bluetooth', ' GPSNavigation', ' Touchscreen', ' QWERTYKeyboard', ' MemoryCardSlots'], 'garansi': 'Tidakbergaransi', 'network': 'DualGSM-GSM', 'operating_system': 'Android', 'processor': 'Snapdragon', 'screen-aspect-ratio': '18:9', 'sim-card': 'DualSlotHybrid'}"
Samsung Galaxy S7 Flat 32GB Gold Bekas Mulus Kondisi 98-99% Fulset Original ,Not available,3100000,5,1,1,188619326,https://www.bukalapak.com/p/handphone/hp-smartphone/3lni6f-jual-samsung-galaxy-s7-flat-32gb-gold-bekas-mulus-kondisi-98-99-fulset-original,3lni6f,Samsung,PINK STORE,available,False,Not available,Samsung Galaxy S7 Flat 32Gb duos Bekas singapore Kondisi barang 98-99% Mulus lecet halus Fulsett acc oem  wrna Gold,"{'brand': 'Samsung', 'camera': 'Camera', 'display_size': '0', 'features': '4G - LTE, 3G, Wifi, Bluetooth, GPS Navigation, Touchscreen, QWERTY Keyboard, Memory Card Slots, e-mail', 'garansi': 'Tidak bergaransi', 'network': 'Dual GSM-GSM', 'operating_system': 'Android', 'processor': 'Snapdragon', 'screen-aspect-ratio': '18:9', 'sim-card': 'Dual Slot Hybrid'}"
